1, 0.031689, 0.038594, 0.000100000, 26.830, 0.6749
2, 0.030616, 0.038639, 0.000100000, 26.810, 0.6737
3, 0.030676, 0.038686, 0.000100000, 26.788, 0.6711
4, 0.031075, 0.038650, 0.000099999, 26.799, 0.6715
5, 0.030614, 0.038690, 0.000099999, 26.783, 0.6708
6, 0.030005, 0.038557, 0.000099999, 26.811, 0.6694
7, 0.028638, 0.036826, 0.000099998, 27.315, 0.6875
8, 0.026881, 0.036648, 0.000099997, 27.268, 0.6855
9, 0.026521, 0.035553, 0.000099996, 27.608, 0.6980
10, 0.025270, 0.034785, 0.000099995, 27.800, 0.7066
11, 0.024739, 0.034728, 0.000099994, 27.747, 0.7076
12, 0.024257, 0.033190, 0.000099993, 28.187, 0.7259
13, 0.022909, 0.032027, 0.000099992, 28.503, 0.7340
14, 0.022108, 0.031208, 0.000099990, 28.723, 0.7419
15, 0.021464, 0.030786, 0.000099989, 28.792, 0.7473
16, 0.021037, 0.030232, 0.000099987, 28.975, 0.7536
17, 0.020092, 0.029791, 0.000099985, 29.107, 0.7587
18, 0.019374, 0.028701, 0.000099983, 29.413, 0.7701
19, 0.019298, 0.028297, 0.000099981, 29.548, 0.7746
20, 0.018952, 0.028046, 0.000099979, 29.612, 0.7814
21, 0.018616, 0.027311, 0.000099977, 29.843, 0.7880
22, 0.017722, 0.027035, 0.000099974, 29.896, 0.7910
23, 0.017527, 0.026536, 0.000099972, 30.045, 0.7951
24, 0.017443, 0.026651, 0.000099969, 29.967, 0.7965
25, 0.016909, 0.026532, 0.000099966, 30.052, 0.7962
26, 0.016572, 0.025598, 0.000099963, 30.320, 0.8067
27, 0.016073, 0.025100, 0.000099960, 30.498, 0.8117
28, 0.015650, 0.025099, 0.000099957, 30.464, 0.8127
29, 0.015657, 0.024334, 0.000099954, 30.735, 0.8198
30, 0.015435, 0.024788, 0.000099951, 30.580, 0.8179
31, 0.015096, 0.024926, 0.000099947, 30.453, 0.8223
32, 0.014894, 0.023573, 0.000099944, 31.091, 0.8335
33, 0.014665, 0.023184, 0.000099940, 31.141, 0.8362
34, 0.014418, 0.023394, 0.000099936, 31.067, 0.8338
35, 0.014085, 0.023319, 0.000099932, 31.053, 0.8359
36, 0.014054, 0.023753, 0.000099928, 30.863, 0.8288
37, 0.013899, 0.024303, 0.000099924, 30.679, 0.8303
38, 0.014000, 0.022241, 0.000099920, 31.482, 0.8466
39, 0.013753, 0.022587, 0.000099915, 31.359, 0.8442
40, 0.013576, 0.022120, 0.000099911, 31.579, 0.8488
41, 0.013520, 0.022528, 0.000099906, 31.334, 0.8455
42, 0.013396, 0.023093, 0.000099902, 31.168, 0.8435
43, 0.013198, 0.021851, 0.000099897, 31.664, 0.8536
44, 0.013154, 0.021794, 0.000099892, 31.641, 0.8540
